age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
46,3,1,1.0,0,0.05109998523509752,1,0,,26,5,0.23833167825223436,1,0.0,0,,0
42,0,1,,0,0.0648581898229554,0,0,1.0,19,10,0.074809665673618,1,0.10665137614678899,1,2.0,1
37,2,1,0.0,0,0.08050898645655763,0,0,,20,6,0.0605759682224429,2,0.0,0,,0
44,3,1,2.0,0,0.04428128481496893,1,1,,19,5,0.05792783846408474,4,0.0,0,,0
49,6,1,1.0,0,0.12061583065999114,0,1,1.0,4,8,0.11684872558755378,3,0.0,0,,0
41,3,1,1.0,0,0.06405283150561737,0,0,,5,6,0.025819265143992055,1,0.0,0,,0
48,1,1,0.0,0,0.04446920175568113,0,0,0.0,26,8,0.05693478980470043,15,0.0,0,,0
31,0,1,1.0,0,0.052858350894618863,1,0,1.0,7,4,0.13902681231380337,1,0.15940366972477063,1,0.0,0
37,10,1,,0,0.04446920175568113,0,0,,18,6,0.036742800397219465,1,0.0,0,,0
51,6,1,1.0,0,0.056106629441215555,1,0,1.0,3,2,0.0572658060244952,2,0.24311926605504589,3,0.0,0
80,4,1,1.0,0,0.15593079287526343,0,0,0.0,9,6,0.23435948361469713,1,0.07454128440366972,12,0.0,1
32,0,0,0.0,0,0.046496020187648486,1,0,,6,5,0.03773584905660377,1,0.0,0,,0
48,6,1,2.0,1,0.03664380343888002,1,0,,2,6,0.006951340615690168,7,0.0,0,,0
49,3,1,0.0,0,0.06841518905786499,0,0,,12,6,0.24793114862628268,1,0.0,0,,0
30,0,1,0.0,0,0.0865357511979705,1,0,1.0,17,7,0.039721946375372394,1,0.0,0,,0
27,7,0,1.0,0,0.04512691104817385,1,0,1.0,30,1,0.06752730883813307,2,0.0,0,,0
34,1,1,1.0,0,0.039824968792365203,0,0,1.0,13,8,0.04369414101290963,4,0.0,0,,0
49,0,1,1.0,0,0.06625414423967464,1,0,1.0,19,11,0.35650446871896724,2,0.0,0,,1
48,0,1,0.0,0,0.04527456007301915,0,0,0.0,7,5,0.12313803376365443,2,0.38990825688073394,7,0.0,0
40,6,1,1.0,0,0.04469738661226024,0,0,1.0,4,6,0.024495200264812975,1,0.0,0,,0
38,3,1,1.0,0,0.07142186010926029,1,0,1.0,18,11,0.11585567692816948,1,0.0,0,,0
46,3,1,2.0,0,0.04569066187031046,1,0,1.0,6,5,0.00827540549486925,1,0.40940366972477066,2,0.0,0
41,2,1,0.0,0,0.0467644729600945,1,0,1.0,19,11,0.06785832505792784,1,0.22018348623853212,4,0.0,0
28,0,0,0.0,0,0.05825425162078361,1,0,1.0,14,5,0.1420059582919563,1,0.0,0,,0
51,6,1,,0,0.12233392840364558,1,0,,29,5,0.047335319430652105,2,0.0,0,,0
33,3,1,2.0,0,0.04637521644004779,1,0,0.0,11,5,0.012247600132406488,2,0.3451834862385321,5,0.0,0
26,0,0,0.0,0,0.04722084267325271,0,0,,26,5,0.03541873551804038,1,0.0,0,,0
34,admin.,0,1.0,0,0.05590528986188105,0,0,1.0,14,4,0.034425686858656074,2,0.0,0,,0
27,3,1,1.0,1,0.03663038080025771,1,0,1.0,7,5,0.13472360145647136,2,0.0,0,,0
42,7,1,1.0,0,0.04577119770204427,0,0,1.0,10,7,0.034425686858656074,2,0.0,0,,0
45,admin.,1,1.0,0,0.04720742003463041,1,0,1.0,3,6,0.07282356835484939,2,0.0,0,,1
31,1,0,1.0,0,0.05289861881048576,1,0,,12,5,0.35716650115855675,2,0.0,0,,0
32,0,0,0.0,0,0.04864364236721655,0,0,,12,5,0.24925521350546176,2,0.0,0,,1
39,3,1,2.0,0,0.06546220856095891,0,0,,17,6,0.017543859649122806,1,0.0,0,,0
26,3,0,1.0,0,0.05595898041637025,1,1,1.0,30,7,0.030122476001324065,5,0.0,0,,0
40,0,0,0.0,0,0.0647239634367324,0,0,1.0,15,3,0.04634227077126779,2,0.143348623853211,1,0.0,0
52,6,1,1.0,0,0.032549898659078404,0,0,1.0,16,7,0.04336312479311486,1,0.0,0,,0
40,1,0,0.0,0,0.047502718084321015,0,0,1.0,15,1,0.05693478980470043,2,0.0,0,,0
48,1,1,1.0,0,0.04617387686071328,0,1,1.0,7,8,0.17212843429328037,5,0.0,0,,0
31,6,1,1.0,0,0.05001275150669118,1,0,,13,5,0.020191989407480966,1,0.0,0,,0
27,admin.,1,1.0,0,0.0539992751775144,1,1,1.0,6,5,0.21482952664680569,1,0.3841743119266055,2,2.0,1
47,1,1,1.0,0,0.06101931517697749,1,0,,11,9,0.028798411122144985,1,0.1158256880733945,2,1.0,1
28,0,0,1.0,0,0.0467644729600945,0,0,1.0,10,3,0.029460443561734526,1,0.0,0,,1
40,0,1,0.0,0,0.04539536382061986,1,0,1.0,6,5,0.1651770936775902,2,0.32224770642201833,2,0.0,0
34,admin.,1,1.0,0,0.06458973705050938,1,0,1.0,13,4,0.06024495200264813,1,0.3761467889908257,2,0.0,0
29,7,1,0.0,0,0.05454960336102871,1,0,,23,5,0.038728897715988087,2,0.0,0,,0
36,0,1,0.0,0,0.04528798271164145,0,1,1.0,19,8,0.14829526646805694,2,0.0,0,,0
83,4,1,2.0,0,0.05017382317015879,0,0,0.0,22,6,0.29096325719960275,1,0.16169724770642202,1,0.0,1
55,6,1,2.0,0,0.08370357444866512,1,0,,15,5,0.033101621979477,2,0.0,0,,0
43,0,1,0.0,0,0.04579804297928887,0,0,1.0,29,1,0.006620324395895399,3,0.0,0,,0
23,10,0,1.0,0,0.05817371578904981,0,0,0.0,19,6,0.024826216484607744,9,0.0,0,,0
44,1,1,0.0,0,0.05985154561683736,0,0,1.0,4,7,0.05759682224428997,2,0.0,0,,0
58,3,1,2.0,0,0.05495228251969772,1,0,1.0,15,5,0.023171135385633895,2,0.0,0,,0
29,admin.,0,1.0,0,0.06390518248077207,0,0,1.0,10,3,0.070506454816286,1,0.2121559633027523,7,1.0,0
30,0,0,0.0,0,0.05257647548355056,0,1,1.0,2,2,0.15590863952333664,1,0.0,0,,0
29,admin.,0,1.0,0,0.04186520986295486,1,0,1.0,7,5,0.0407149950347567,1,0.0,0,,0
41,1,1,1.0,0,0.04446920175568113,0,0,1.0,11,3,0.03210857332009268,1,0.0,0,,0
35,9,1,2.0,0,0.04446920175568113,1,0,1.0,14,7,0.1112214498510427,3,0.0,0,,0
31,1,0,1.0,0,0.058079757318693706,1,0,1.0,23,7,0.05097649784839457,4,0.0,0,,0
27,admin.,0,0.0,0,0.04544905437510906,0,0,1.0,29,1,0.07878186031115525,1,0.0,0,,0
47,6,1,1.0,0,0.0793277942577952,1,0,,16,5,0.1055941741145316,1,0.0,0,,0
53,7,1,0.0,0,0.0797304734164642,1,1,,16,6,0.004634227077126779,30,0.0,0,,0
34,0,1,0.0,0,0.07005275096978564,1,0,1.0,14,7,0.021185038066865277,3,0.0,0,,0
34,3,1,2.0,0,0.040187380035167315,1,1,1.0,9,7,0.04303210857332009,4,0.0,0,,0
36,0,1,0.0,0,0.04049610072348022,1,0,1.0,14,5,0.036080767957629926,3,0.0,0,,0
40,1,1,1.0,0,0.04673762768284989,1,0,1.0,18,8,0.012909632571996028,4,0.0,0,,0
37,7,0,0.0,0,0.05193218882968014,0,0,,17,6,0.0648791790797749,2,0.0,0,,0
65,4,1,,0,0.048495993342371244,0,0,1.0,2,8,0.07977490897053956,2,0.0,0,,0
53,1,1,1.0,0,0.05454960336102871,1,0,,16,5,0.11221449851042702,4,0.0,0,,0
28,1,0,1.0,0,0.04616045422209098,0,0,1.0,3,3,0.07447864945382324,1,0.0,0,,0
33,1,1,0.0,0,0.039288063247473186,1,0,,23,5,0.17411453161204898,1,0.0,0,,0
56,3,1,2.0,0,0.04955638179353297,0,0,1.0,13,8,0.01787487586891758,5,0.0,0,,0
45,7,1,1.0,0,0.05394558462302519,0,0,1.0,30,4,0.024495200264812975,2,0.2029816513761468,1,2.0,0
39,1,1,1.0,0,0.16689708862968283,0,0,,5,6,0.047335319430652105,1,0.0,0,,0
28,0,0,0.0,0,0.06414678997597348,1,0,1.0,25,7,0.011916583912611719,1,0.0,0,,0
36,3,1,2.0,0,0.04446920175568113,1,0,1.0,18,11,0.20324395895398875,2,0.0,0,,0
41,3,1,2.0,0,0.05723413108548878,1,0,1.0,20,4,0.006289308176100629,4,0.0,0,,0
46,admin.,1,1.0,0,0.049408732768687666,0,0,1.0,20,8,0.09566368752068852,1,0.10435779816513761,4,1.0,1
41,3,1,1.0,0,0.046093341028979475,1,0,1.0,13,5,0.003972194637537239,6,0.2029816513761468,5,1.0,0
59,6,1,1.0,0,0.04720742003463041,0,0,1.0,23,7,0.09334657398212512,2,0.0,0,,0
24,admin.,1,1.0,0,0.048482570703748944,1,0,1.0,6,5,0.06785832505792784,1,0.36926605504587157,1,0.0,0
34,0,1,0.0,0,0.10044160481067368,1,0,,21,5,0.3081761006289308,1,0.0,0,,0
40,3,1,2.0,0,0.03997261781721051,1,0,,27,5,0.08474015226746111,1,0.0,0,,0
42,admin.,1,1.0,0,0.08695185299526181,1,0,,16,6,0.09731876861966236,4,0.0,0,,0
50,6,1,1.0,0,0.047878551965745426,1,0,1.0,15,4,0.1300893743793446,2,0.3876146788990826,1,0.0,0
25,0,0,0.0,0,0.051891920913813235,1,0,1.0,17,9,0.036080767957629926,4,0.5504587155963303,1,0.0,0
51,6,1,1.0,0,0.05142212856203272,1,0,0.0,17,11,0.023833167825223437,1,0.0,0,,0
50,0,1,0.0,0,0.045610126038576664,0,1,1.0,1,6,0.04534922211188348,1,0.0,0,,0
37,3,1,,0,0.05256305284492826,1,0,,23,5,0.25455147302217807,2,0.0,0,,0
21,6,0,1.0,0,0.049314774298331567,0,0,0.0,5,6,0.10758027143330023,1,0.11009174311926606,1,1.0,0
52,3,1,1.0,0,0.043153783170695695,1,0,,7,5,0.13869579609400862,1,0.0,0,,0
55,4,1,2.0,0,0.10385095502073798,0,0,1.0,5,8,0.020854021847070508,4,0.0,0,,0
26,1,0,1.0,0,0.0795022885598851,1,1,,2,6,0.2058920887123469,1,0.0,0,,0
38,1,1,0.0,0,0.08787801506020053,0,0,1.0,18,11,0.19000331016219796,2,0.0,0,,1
32,3,1,1.0,0,0.053690554489201486,1,0,,9,5,0.018867924528301886,1,0.0,0,,0
31,3,1,1.0,0,0.05293888672635266,1,0,,23,5,0.08076795762992386,4,0.0,0,,0
34,1,0,1.0,0,0.04904632152588556,0,1,1.0,29,1,0.04369414101290963,1,0.30160550458715596,3,0.0,0
33,1,0,0.0,0,0.04871075556032805,0,0,1.0,21,8,0.04038397881496193,3,0.0,0,,0
35,1,1,1.0,0,0.044496047032925735,0,0,0.0,28,1,0.21482952664680569,3,0.0,0,,0
44,0,1,,0,0.05003959678393578,1,0,0.0,14,5,0.0009930486593843098,7,0.0,0,,0
48,0,1,0.0,0,0.05127447953718742,1,0,1.0,9,4,0.17345249917245945,1,0.0,0,,0
29,3,1,1.0,0,0.05671064817921907,1,0,1.0,13,5,0.25852366765971535,1,0.0,0,,0
50,0,1,0.0,0,0.04446920175568113,0,0,1.0,9,7,0.07911287653095002,5,0.0,0,,0
37,3,1,2.0,0,0.044965839384706247,1,0,1.0,13,5,0.006620324395895399,2,0.41628440366972475,1,1.0,0
44,admin.,0,1.0,0,0.07834794163836727,0,0,,19,6,0.025819265143992055,1,0.0,0,,0
36,8,0,0.0,0,0.16552797949020817,1,0,,11,6,0.3138033763654419,3,0.0,0,,0
49,3,1,,0,0.044992684661950846,1,0,1.0,13,5,0.007613373055279708,5,0.0,0,,0
31,3,1,1.0,0,0.04446920175568113,1,0,,5,5,0.04601125455147302,1,0.0,0,,0
49,1,1,1.0,0,0.04802620099059073,1,0,,12,5,0.08937437934458789,6,0.0,0,,0
35,3,0,1.0,0,0.04446920175568113,1,0,1.0,16,4,0.3872889771598808,1,0.3967889908256881,4,1.0,1
57,admin.,1,,0,0.09832082790835023,0,0,1.0,20,11,0.3015557762330354,1,0.0,0,,0
42,3,1,2.0,0,0.0648716124615777,1,0,1.0,5,2,0.036742800397219465,1,0.0,0,,0
36,3,1,1.0,0,0.04259003234855908,1,0,,26,5,0.07216153591525985,2,0.0,0,,0
75,4,1,2.0,0,0.05590528986188105,0,0,1.0,15,3,0.11155246607083748,1,0.0,0,,0
38,3,0,1.0,0,0.052227486879370746,1,0,,21,5,0.03574975173783516,2,0.0,0,,0
40,3,1,2.0,1,0.04446920175568113,1,0,,6,5,0.019860973187686197,2,0.0,0,,0
38,6,0,1.0,0,0.07471040657172387,1,0,1.0,13,5,0.30883813306852037,3,0.0,0,,1
34,0,0,0.0,0,0.06018711158239487,1,0,1.0,10,7,0.04137702747434624,1,0.0,0,,0
29,1,0,0.0,0,0.0505362344129609,1,0,1.0,11,5,0.018205892088712348,1,0.0,0,,0
28,admin.,1,1.0,0,0.043167205809317995,1,0,1.0,29,1,0.024826216484607744,1,0.2591743119266055,2,2.0,0
79,4,1,1.0,0,0.10806566354814029,0,0,0.0,9,7,0.04865938430983118,5,0.0,0,,0
51,admin.,1,1.0,0,0.05073757399229541,1,0,,19,5,0.026150281363786824,1,0.0,0,,0
32,10,0,0.0,0,0.04446920175568113,0,0,1.0,6,8,0.03210857332009268,5,0.0045871559633027525,6,1.0,0
36,0,1,0.0,0,0.05111340787371982,0,0,1.0,5,8,0.0506454816285998,3,0.11238532110091744,2,2.0,1
38,2,1,1.0,0,0.04657655601938229,0,1,1.0,15,5,0.017543859649122806,11,0.4208715596330275,1,1.0,0
49,7,1,1.0,0,0.04927450638246467,1,1,,13,5,0.05693478980470043,3,0.0,0,,0
42,6,1,1.0,0,0.04838861223339284,1,0,1.0,11,5,0.07216153591525985,3,0.0,0,,0
43,3,1,2.0,0,0.14303163715923276,1,0,,2,6,0.070506454816286,4,0.0,0,,0
34,3,1,1.0,0,0.036912256211326024,1,0,,26,5,0.08209202250910294,1,0.0,0,,0
59,4,0,1.0,0,0.04918054791210856,1,0,,27,5,0.35054617676266137,5,0.0,0,,1
35,,1,2.0,0,0.049368464852820766,0,0,1.0,29,8,0.012247600132406488,2,0.0,0,,0
33,3,0,1.0,0,0.22559428732500236,1,0,,20,6,0.007613373055279708,25,0.0,0,,0
34,admin.,0,1.0,0,0.05582475403014724,1,0,1.0,17,4,0.24958622972525654,2,0.0,0,,0
64,4,1,1.0,0,0.06559643494718191,0,0,0.0,29,7,0.09831181727904667,3,0.0,0,,1
34,2,1,0.0,0,0.044093367874256724,1,0,1.0,16,7,0.18867924528301888,1,0.0,0,,0
77,4,1,0.0,0,0.04446920175568113,0,0,1.0,16,10,0.27904667328699106,1,0.06995412844036697,1,2.0,1
57,4,1,2.0,0,0.08375726500315432,0,1,0.0,30,7,0.024495200264812975,5,0.0,0,,0
30,3,1,1.0,0,0.05119394370545362,1,1,,27,5,0.16881827209533268,1,0.0,0,,0
56,9,1,2.0,1,0.06108642837008899,0,0,,5,6,0.5143992055610725,1,0.0,0,,1
49,,1,,0,0.048509415980993544,0,0,1.0,14,8,0.2598477325388944,2,0.0,0,,0
73,4,1,2.0,0,0.06309982416343404,0,0,1.0,20,7,0.04700430321085733,3,0.2190366972477064,3,2.0,0
39,1,0,1.0,0,0.04583831089515577,1,0,1.0,14,8,0.08871234690499835,2,0.0,0,,0
57,1,1,2.0,0,0.044643696057771035,1,0,1.0,8,5,0.1055941741145316,2,0.4231651376146789,2,0.0,0
32,7,1,1.0,0,0.05001275150669118,1,0,1.0,11,7,0.23435948361469713,2,0.0,0,,0
32,1,0,0.0,0,0.10708581092871236,1,0,,21,5,0.28334988414432305,2,0.0,0,,1
45,admin.,1,1.0,0,0.05303284519670877,1,0,1.0,20,8,0.023502151605428664,9,0.0,0,,0
32,3,1,1.0,0,0.04582488825653347,1,0,,19,5,0.06190003310162198,4,0.0,0,,0
31,0,1,0.0,0,0.060898511429376787,1,1,1.0,24,7,0.4756703078450844,2,0.0,0,,1
49,7,1,1.0,0,0.05927437215607844,0,0,1.0,12,8,0.14035087719298245,2,0.0,0,,0
29,6,1,1.0,0,0.09477725131206292,0,0,1.0,28,5,0.10526315789473684,3,0.0,0,,0
55,1,1,1.0,0,0.05728782163997799,1,0,1.0,29,1,0.033101621979477,1,0.0,0,,0
30,admin.,1,1.0,0,0.05142212856203272,1,0,1.0,8,5,0.0407149950347567,1,0.0,0,,0
45,6,0,2.0,0,0.06987825666769573,1,0,,3,6,0.4154253558424363,6,0.0,0,,1
39,1,1,0.0,0,0.044657118696393334,0,0,1.0,28,1,0.036411784177424696,2,0.0,0,,0
36,admin.,1,1.0,0,0.038791425618448075,1,1,,13,5,0.033763654419066536,1,0.0,0,,0
33,0,1,0.0,0,0.0940792741037033,0,0,1.0,19,11,0.09963588215822575,1,0.2098623853211009,3,0.0,0
36,0,1,0.0,0,0.08456262332049234,1,0,1.0,12,8,0.1002979145978153,1,0.0,0,,1
31,1,0,1.0,0,0.050281204279137195,0,0,1.0,11,8,0.49652432969215493,2,0.0,0,,0
36,1,1,,0,0.054616716554140216,0,0,1.0,11,7,0.1297583581595498,3,0.0,0,,0
38,1,0,0.0,0,0.04446920175568113,1,0,1.0,1,6,0.022178086726249588,1,0.0,0,,0
33,,1,1.0,0,0.08107273727869424,0,0,1.0,6,8,0.06653426017874876,3,0.0,0,,0
40,1,1,1.0,0,0.04571750714755507,1,0,,13,5,0.04303210857332009,2,0.0,0,,0
31,3,1,1.0,0,0.0681735815626636,0,1,1.0,5,6,0.05362462760675273,2,0.0,0,,1
39,6,1,1.0,0,0.04613360894484638,1,0,1.0,31,7,0.025488248924197286,5,0.0,0,,0
33,admin.,1,0.0,0,0.04539536382061986,0,1,1.0,4,5,0.024164184045018206,2,0.0,0,,0
53,6,1,1.0,0,0.04446920175568113,0,0,1.0,12,3,0.025157232704402517,2,0.0,0,,1
38,0,1,0.0,0,0.04446920175568113,1,0,1.0,13,5,0.17643164515061238,5,0.3486238532110092,2,0.0,0
59,1,1,1.0,0,0.047945665158856926,0,0,1.0,15,6,0.13604766633565044,1,0.10321100917431193,1,2.0,1
55,3,1,2.0,0,0.09954228802297956,0,0,1.0,19,11,0.09500165508109898,1,0.0,0,,0
38,1,0,0.0,0,0.05445564489067261,1,0,1.0,14,5,0.09235352532274081,1,0.33142201834862384,12,1.0,0
48,6,1,1.0,0,0.046026227835867975,1,0,0.0,20,4,0.021847070506454815,4,0.0,0,,0
53,3,1,1.0,0,0.04540878645924216,1,0,,5,5,0.20092684541542535,2,0.0,0,,0
44,admin.,1,1.0,0,0.050267781640514896,0,0,1.0,9,2,0.042370076133730554,3,0.0,0,,0
57,0,1,0.0,0,0.06020053422101717,0,0,,18,6,0.007282356835484938,1,0.0,0,,0
29,3,0,1.0,0,0.044590005503281835,1,0,1.0,11,5,0.08540218470705065,3,0.0,0,,0
31,6,1,1.0,0,0.05021409108602569,1,0,,21,5,0.08871234690499835,1,0.0,0,,0
35,1,0,0.0,0,0.14575643279955974,1,0,1.0,28,12,0.0440251572327044,1,0.14105504587155962,3,0.0,0
31,3,1,2.0,0,0.052791237701507364,0,0,1.0,30,3,0.030122476001324065,1,0.0,0,,0
35,7,1,0.0,0,0.16053475792271243,0,0,1.0,19,11,0.045018205892088714,2,0.0,0,,0
40,0,0,1.0,0,0.047046348371162804,1,0,,16,5,0.022178086726249588,11,0.0,0,,0
39,3,1,1.0,0,0.04446920175568113,1,0,1.0,7,5,0.16484607745779542,1,0.009174311926605505,2,0.0,0
43,1,0,0.0,0,0.41671923866793736,1,0,,3,6,0.052962595167163194,7,0.0,0,,0
44,2,1,2.0,0,0.04817385001543603,1,1,,15,5,0.07116848725587553,1,0.0,0,,0
29,1,0,1.0,0,0.045985959920001075,0,0,1.0,12,2,0.10724925521350546,2,0.21100917431192662,4,2.0,1
40,1,1,1.0,0,0.05496570515832002,1,0,,14,5,0.07282356835484939,2,0.0,0,,0
33,2,1,2.0,0,0.045569858122709764,1,0,1.0,18,11,0.019529956967891428,2,0.0,0,,0
46,0,1,0.0,0,0.05799922148695991,0,0,1.0,29,8,0.006620324395895399,13,0.0,0,,0
27,,0,0.0,0,0.13065596434947183,0,0,0.0,28,1,0.047335319430652105,4,0.0,0,,0
26,admin.,0,1.0,0,0.050415430665360195,0,0,1.0,30,7,0.026481297583581597,3,0.0,0,,0
41,1,1,1.0,0,0.04918054791210856,1,0,1.0,9,7,0.05660377358490566,1,0.0,0,,0
34,1,1,0.0,0,0.11238775318452102,1,0,1.0,21,8,0.0026481297583581596,21,0.0,0,,0
39,1,0,0.0,0,0.04391887357216682,0,1,1.0,25,8,0.011916583912611719,15,0.0,0,,0
27,6,0,1.0,0,0.04280479456651588,0,0,1.0,18,7,0.070506454816286,1,0.0,0,,0
31,3,1,1.0,0,0.045529590206842864,1,1,1.0,23,7,0.07646474677259185,11,0.0,0,,0
44,8,0,1.0,0,0.0974215111206561,0,0,1.0,28,1,0.08308507116848726,1,0.0,0,,0
55,4,1,0.0,0,0.0471134615642743,0,1,1.0,8,7,0.08341608738828203,1,0.0,0,,0
51,3,1,2.0,0,0.055703950282546544,0,0,0.0,30,7,0.012247600132406488,2,0.0,0,,0
50,0,1,0.0,0,0.043207473725184894,0,1,,25,6,0.023502151605428664,1,0.0,0,,0
30,6,1,1.0,0,0.06786486087435067,1,0,1.0,5,2,0.06223104932141675,4,0.0,0,,0
46,1,1,1.0,0,0.04523429215715225,0,0,,28,5,0.26216484607745777,1,0.0,0,,1
49,admin.,1,1.0,0,0.05299257728084187,0,0,1.0,25,8,0.07149950347567031,3,0.0,0,,0
56,4,1,1.0,0,0.04295244359136119,1,1,1.0,12,8,0.20191989407480967,2,0.0,0,,0
47,admin.,1,1.0,0,0.047489295445698715,0,0,1.0,28,8,0.3714001986097319,4,0.0,0,,1
30,admin.,1,1.0,0,0.04613360894484638,0,0,0.0,16,6,0.05196954650777888,2,0.0,0,,0
36,2,0,1.0,0,0.050844955101273806,0,0,1.0,25,7,0.04534922211188348,3,0.0,0,,0
40,0,1,0.0,0,0.04437524328532503,0,1,0.0,25,7,0.22939424031777558,1,0.0,0,,0
37,1,0,1.0,1,0.04950269123904377,0,0,,9,6,0.07249255213505462,2,0.0,0,,0
42,admin.,1,1.0,0,0.05703279150615428,0,0,1.0,30,1,0.30685203574975173,1,0.0,0,,1
45,1,1,1.0,0,0.06346223540623616,1,0,1.0,17,11,0.1585567692816948,1,0.1341743119266055,1,0.0,0
34,8,0,1.0,0,0.04446920175568113,0,0,1.0,17,11,0.019529956967891428,2,0.0,0,,0
27,admin.,0,1.0,0,0.09330076106360989,0,0,1.0,11,7,0.08838133068520357,5,0.0,0,,0
30,3,1,1.0,0,0.043140360532073395,1,0,1.0,15,5,0.04634227077126779,5,0.0,0,,0
32,1,1,1.0,0,0.04671078240560529,1,1,1.0,8,8,0.024826216484607744,3,0.0,0,,0
46,9,1,2.0,0,0.04472423188950484,1,0,0.0,21,7,0.05527970870572658,1,0.0,0,,0
29,7,1,0.0,0,0.04771748030227782,1,0,1.0,18,7,0.022840119165839126,4,0.0,0,,0
53,,1,,0,0.044643696057771035,0,0,0.0,28,1,0.021516054286660046,1,0.0,0,,0
32,1,1,1.0,0,0.04830807640165904,0,0,1.0,20,4,0.018536908308507117,1,0.3944954128440367,4,0.0,0
49,8,1,1.0,0,0.054791210856230115,1,0,,14,5,0.0837471036080768,1,0.0,0,,0
35,0,1,0.0,0,0.04571750714755507,0,0,1.0,4,5,0.06421714664018537,2,0.10206422018348624,1,1.0,0
38,3,1,1.0,0,0.06679104978456665,1,0,1.0,13,4,0.070506454816286,3,0.3761467889908257,1,0.0,0
39,2,1,2.0,0,0.04766378974778862,1,1,1.0,19,11,0.04303210857332009,1,0.0,0,,0
34,1,0,1.0,0,0.07370370867505134,1,0,1.0,26,5,0.012247600132406488,1,0.0,0,,0
42,3,1,2.0,0,0.05509993154454303,1,1,1.0,19,11,0.20092684541542535,2,0.2018348623853211,12,1.0,0
35,3,0,,0,0.056160319995704755,1,0,,6,6,0.07017543859649122,3,0.0,0,,0
60,admin.,1,1.0,0,0.05822740634353901,0,0,1.0,6,8,0.12711022840119166,8,0.0,0,,0
57,1,1,1.0,0,0.04531482798888606,1,0,,5,5,0.07878186031115525,1,0.0,0,,0
31,3,0,1.0,0,0.044683963973637934,0,0,1.0,7,7,0.1267792121813969,1,0.0,0,,0
29,0,0,1.0,0,0.05006644206118039,0,0,1.0,7,10,0.028467394902350215,1,0.0,0,,0
41,6,1,1.0,0,0.09805237513590422,1,0,0.0,20,11,0.09169149288315127,2,0.0,0,,0
46,3,1,2.0,0,0.08136803532838485,1,0,1.0,17,11,0.10857332009268454,1,0.0,0,,0
33,1,1,1.0,0,0.04625441269244708,0,0,1.0,4,5,0.07083747103608076,1,0.0,0,,1
32,3,0,1.0,0,0.06756956282466008,1,0,,21,5,0.2138364779874214,2,0.0,0,,0
54,0,1,0.0,0,0.07360975020469523,1,1,0.0,18,11,0.340946706388613,1,0.0,0,,1
37,6,1,1.0,0,0.1083609615978309,1,0,1.0,8,5,0.05892088712346905,2,0.19495412844036697,2,0.0,0
32,1,0,1.0,0,0.08445524221151395,0,0,1.0,25,5,0.050314465408805034,1,0.0,0,,0
43,0,1,0.0,0,0.053730822405068386,1,0,1.0,6,8,0.05527970870572658,3,0.0,0,,0
50,3,1,1.0,0,0.04719399739600811,1,0,0.0,19,11,0.08639523336643495,1,0.14678899082568808,4,1.0,0
34,3,1,1.0,0,0.04879129139206185,1,0,1.0,20,4,0.0019860973187686196,3,0.0,0,,0
31,admin.,1,1.0,0,0.06071059448866458,0,0,1.0,16,7,0.1145316120489904,1,0.0,0,,0
43,7,1,1.0,0,0.05297915464221957,1,0,1.0,17,11,0.020191989407480966,1,0.15137614678899083,1,0.0,0
49,2,1,1.0,0,0.04813358209956913,0,0,1.0,23,7,0.01787487586891758,1,0.0,0,,0
22,10,0,,0,0.04510006577092925,0,0,1.0,3,7,0.021516054286660046,3,0.0,0,,0
35,0,1,0.0,0,0.05923410424021154,0,1,1.0,29,1,0.0407149950347567,2,0.0,0,,0
56,admin.,1,1.0,0,0.04446920175568113,1,0,0.0,19,11,0.04965243296921549,2,0.0,0,,0
53,3,1,1.0,0,0.04446920175568113,0,0,0.0,31,7,0.010592519033432638,4,0.0,0,,0
54,2,1,0.0,0,0.0651937557885129,0,1,1.0,5,2,0.026812313803376366,7,0.22591743119266056,3,0.0,0
32,6,0,,0,0.1269513160897169,1,0,1.0,14,5,0.11850380668652764,1,0.3302752293577982,13,0.0,0
41,7,1,1.0,0,0.04484503563710554,1,0,1.0,11,5,0.014895729890764648,1,0.0,0,,0
40,3,1,1.0,0,0.058052912041449106,1,0,1.0,6,5,0.1343925852366766,1,0.0,0,,0
33,3,1,2.0,0,0.04775774821814472,1,1,1.0,8,5,0.08242303872889771,3,0.0,0,,0
33,0,0,0.0,0,0.07128763372303727,0,0,1.0,19,11,0.18735518040383978,1,0.0,0,,0
34,3,1,1.0,0,0.09802552985865962,1,0,1.0,24,7,0.2082092022509103,7,0.0,0,,0
36,6,1,1.0,0,0.06229446584609603,1,0,,6,6,0.025819265143992055,4,0.0,0,,0
34,2,1,0.0,0,0.04999932886806888,1,1,1.0,8,7,0.052962595167163194,1,0.0,0,,0
55,0,1,2.0,0,0.047542986000187915,0,1,,9,6,0.05660377358490566,3,0.0,0,,0
28,10,0,0.0,0,0.06543536328371431,0,0,1.0,15,2,0.2168156239655743,4,0.0,0,,1
29,admin.,0,1.0,0,0.09053569750741601,1,0,1.0,17,4,0.044687189672293945,2,0.0,0,,0
31,admin.,0,1.0,0,0.04640206171729239,1,0,,4,7,0.012909632571996028,11,0.0,0,,0
52,0,1,0.0,0,0.06244211487094133,1,0,1.0,22,8,0.11221449851042702,5,0.0,0,,0
